code2	country	date	type	count	lockdown	population
DK	Denmark	2022-03-08	Confirmed	2891763	2020-03-11	5837213
DK	Denmark	2022-03-08	Deaths	4948	2020-03-11	5837213
DK	Denmark	2022-03-09	Confirmed	2908721	2020-03-11	5837213
DK	Denmark	2022-03-09	Deaths	5008	2020-03-11	5837213
DK	Denmark	2022-03-10	Confirmed	2923030	2020-03-11	5837213
DK	Denmark	2022-03-10	Deaths	5049	2020-03-11	5837213
DK	Denmark	2022-03-11	Confirmed	2936856	2020-03-11	5837213
DK	Denmark	2022-03-11	Deaths	5076	2020-03-11	5837213
DK	Denmark	2022-03-12	Confirmed	2943947	2020-03-11	5837213
DK	Denmark	2022-03-12	Deaths	5128	2020-03-11	5837213
DK	Denmark	2022-03-13	Confirmed	2950605	2020-03-11	5837213
DK	Denmark	2022-03-13	Deaths	5175	2020-03-11	5837213
DK	Denmark	2022-03-14	Confirmed	2958497	2020-03-11	5837213
DK	Denmark	2022-03-14	Deaths	5196	2020-03-11	5837213
DK	Denmark	2022-03-15	Confirmed	2968444	2020-03-11	5837213
DK	Denmark	2022-03-15	Deaths	5232	2020-03-11	5837213
DK	Denmark	2022-03-16	Confirmed	2978029	2020-03-11	5837213
DK	Denmark	2022-03-16	Deaths	5257	2020-03-11	5837213
DK	Denmark	2022-03-17	Confirmed	2986355	2020-03-11	5837213
DK	Denmark	2022-03-17	Deaths	5300	2020-03-11	5837213
DK	Denmark	2022-03-18	Confirmed	2993571	2020-03-11	5837213
DK	Denmark	2022-03-18	Deaths	5338	2020-03-11	5837213
DK	Denmark	2022-03-19	Confirmed	2999923	2020-03-11	5837213
DK	Denmark	2022-03-19	Deaths	5375	2020-03-11	5837213
DK	Denmark	2022-03-20	Confirmed	3004907	2020-03-11	5837213
DK	Denmark	2022-03-20	Deaths	5402	2020-03-11	5837213
DK	Denmark	2022-03-21	Confirmed	3010128	2020-03-11	5837213
DK	Denmark	2022-03-21	Deaths	5430	2020-03-11	5837213
DK	Denmark	2022-03-22	Confirmed	3017529	2020-03-11	5837213
DK	Denmark	2022-03-22	Deaths	5460	2020-03-11	5837213
DK	Denmark	2022-03-23	Confirmed	3023820	2020-03-11	5837213
DK	Denmark	2022-03-23	Deaths	5486	2020-03-11	5837213
DK	Denmark	2022-03-24	Confirmed	3029228	2020-03-11	5837213
DK	Denmark	2022-03-24	Deaths	5518	2020-03-11	5837213
DK	Denmark	2022-03-25	Confirmed	3034882	2020-03-11	5837213
DK	Denmark	2022-03-25	Deaths	5542	2020-03-11	5837213
DK	Denmark	2022-03-26	Confirmed	3039204	2020-03-11	5837213
DK	Denmark	2022-03-26	Deaths	5583	2020-03-11	5837213
DK	Denmark	2022-03-27	Confirmed	3042563	2020-03-11	5837213
DK	Denmark	2022-03-27	Deaths	5585	2020-03-11	5837213
DK	Denmark	2022-03-28	Confirmed	3045935	2020-03-11	5837213
DK	Denmark	2022-03-28	Deaths	5585	2020-03-11	5837213
DK	Denmark	2022-03-29	Confirmed	3050431	2020-03-11	5837213
DK	Denmark	2022-03-29	Deaths	5585	2020-03-11	5837213
DK	Denmark	2022-03-30	Confirmed	3054842	2020-03-11	5837213
DK	Denmark	2022-03-30	Deaths	5668	2020-03-11	5837213
DK	Denmark	2022-03-31	Confirmed	3058773	2020-03-11	5837213
DK	Denmark	2022-03-31	Deaths	5698	2020-03-11	5837213
DK	Denmark	2022-04-01	Confirmed	3061773	2020-03-11	5837213
DK	Denmark	2022-04-01	Deaths	5723	2020-03-11	5837213
DK	Denmark	2022-04-02	Confirmed	3064625	2020-03-11	5837213
DK	Denmark	2022-04-02	Deaths	5745	2020-03-11	5837213
DK	Denmark	2022-04-03	Confirmed	3066705	2020-03-11	5837213
DK	Denmark	2022-04-03	Deaths	5762	2020-03-11	5837213
DK	Denmark	2022-04-04	Confirmed	3068971	2020-03-11	5837213
DK	Denmark	2022-04-04	Deaths	5777	2020-03-11	5837213
DK	Denmark	2022-04-05	Confirmed	3072334	2020-03-11	5837213
DK	Denmark	2022-04-05	Deaths	5798	2020-03-11	5837213
DK	Denmark	2022-04-06	Confirmed	3075548	2020-03-11	5837213
DK	Denmark	2022-04-06	Deaths	5813	2020-03-11	5837213
DK	Denmark	2022-04-07	Confirmed	3078295	2020-03-11	5837213
DK	Denmark	2022-04-07	Deaths	5837	2020-03-11	5837213
DK	Denmark	2022-04-08	Confirmed	3080975	2020-03-11	5837213
DK	Denmark	2022-04-08	Deaths	5861	2020-03-11	5837213
DK	Denmark	2022-04-09	Confirmed	3083432	2020-03-11	5837213
DK	Denmark	2022-04-09	Deaths	5885	2020-03-11	5837213
DK	Denmark	2022-04-10	Confirmed	3085154	2020-03-11	5837213
DK	Denmark	2022-04-10	Deaths	5908	2020-03-11	5837213
DK	Denmark	2022-04-11	Confirmed	3086959	2020-03-11	5837213
DK	Denmark	2022-04-11	Deaths	5921	2020-03-11	5837213
DK	Denmark	2022-04-12	Confirmed	3089642	2020-03-11	5837213
DK	Denmark	2022-04-12	Deaths	5932	2020-03-11	5837213
DK	Denmark	2022-04-13	Confirmed	3091899	2020-03-11	5837213
DK	Denmark	2022-04-13	Deaths	5945	2020-03-11	5837213
DK	Denmark	2022-04-14	Confirmed	3094158	2020-03-11	5837213
DK	Denmark	2022-04-14	Deaths	5961	2020-03-11	5837213
DK	Denmark	2022-04-15	Confirmed	3095605	2020-03-11	5837213
DK	Denmark	2022-04-15	Deaths	5974	2020-03-11	5837213
DK	Denmark	2022-04-16	Confirmed	3097015	2020-03-11	5837213
DK	Denmark	2022-04-16	Deaths	5985	2020-03-11	5837213
FI	Finland	2020-01-22	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-22	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-23	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-23	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-24	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-24	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-25	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-25	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-26	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-26	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-27	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-27	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-28	Confirmed	0	2020-03-18	5528737
FI	Finland	2020-01-28	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-29	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-01-29	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-30	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-01-30	Deaths	0	2020-03-18	5528737
FI	Finland	2020-01-31	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-01-31	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-01	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-01	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-02	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-02	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-03	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-03	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-04	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-04	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-05	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-05	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-06	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-06	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-07	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-07	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-08	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-08	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-09	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-09	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-10	Confirmed	1	2020-03-18	5528737
FI	Finland	2020-02-10	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-11	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-11	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-12	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-12	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-13	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-13	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-14	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-14	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-15	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-15	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-16	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-16	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-17	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-17	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-18	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-18	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-19	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-19	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-20	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-20	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-21	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-21	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-22	Confirmed	2	2020-03-18	5528737
FI	Finland	2020-02-22	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-23	Confirmed	3	2020-03-18	5528737
FI	Finland	2020-02-23	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-24	Confirmed	3	2020-03-18	5528737
FI	Finland	2020-02-24	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-25	Confirmed	3	2020-03-18	5528737
FI	Finland	2020-02-25	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-26	Confirmed	4	2020-03-18	5528737
FI	Finland	2020-02-26	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-27	Confirmed	4	2020-03-18	5528737
FI	Finland	2020-02-27	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-28	Confirmed	5	2020-03-18	5528737
FI	Finland	2020-02-28	Deaths	0	2020-03-18	5528737
FI	Finland	2020-02-29	Confirmed	8	2020-03-18	5528737
FI	Finland	2020-02-29	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-01	Confirmed	9	2020-03-18	5528737
FI	Finland	2020-03-01	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-02	Confirmed	10	2020-03-18	5528737
FI	Finland	2020-03-02	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-03	Confirmed	10	2020-03-18	5528737
FI	Finland	2020-03-03	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-04	Confirmed	14	2020-03-18	5528737
FI	Finland	2020-03-04	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-05	Confirmed	20	2020-03-18	5528737
FI	Finland	2020-03-05	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-06	Confirmed	21	2020-03-18	5528737
FI	Finland	2020-03-06	Deaths	0	2020-03-18	5528737
FI	Finland	2020-03-07	Confirmed	28	2020-03-18	5528737
FI	Finland	2020-03-07	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-08	Confirmed	35	2020-03-18	5528737
FI	Finland	2020-03-08	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-09	Confirmed	44	2020-03-18	5528737
FI	Finland	2020-03-09	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-10	Confirmed	61	2020-03-18	5528737
FI	Finland	2020-03-10	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-11	Confirmed	115	2020-03-18	5528737
FI	Finland	2020-03-11	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-12	Confirmed	191	2020-03-18	5528737
FI	Finland	2020-03-12	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-13	Confirmed	251	2020-03-18	5528737
FI	Finland	2020-03-13	Deaths	1	2020-03-18	5528737
FI	Finland	2020-03-14	Confirmed	279	2020-03-18	5528737
FI	Finland	2020-03-14	Deaths	2	2020-03-18	5528737
FI	Finland	2020-03-15	Confirmed	308	2020-03-18	5528737
FI	Finland	2020-03-15	Deaths	3	2020-03-18	5528737
FI	Finland	2020-03-16	Confirmed	361	2020-03-18	5528737
FI	Finland	2020-03-16	Deaths	3	2020-03-18	5528737
FI	Finland	2020-03-17	Confirmed	413	2020-03-18	5528737
FI	Finland	2020-03-17	Deaths	4	2020-03-18	5528737
FI	Finland	2020-03-18	Confirmed	460	2020-03-18	5528737
FI	Finland	2020-03-18	Deaths	6	2020-03-18	5528737
FI	Finland	2020-03-19	Confirmed	550	2020-03-18	5528737
FI	Finland	2020-03-19	Deaths	6	2020-03-18	5528737
FI	Finland	2020-03-20	Confirmed	649	2020-03-18	5528737
FI	Finland	2020-03-20	Deaths	7	2020-03-18	5528737
FI	Finland	2020-03-21	Confirmed	736	2020-03-18	5528737
FI	Finland	2020-03-21	Deaths	8	2020-03-18	5528737
FI	Finland	2020-03-22	Confirmed	823	2020-03-18	5528737
FI	Finland	2020-03-22	Deaths	10	2020-03-18	5528737
FI	Finland	2020-03-23	Confirmed	901	2020-03-18	5528737
FI	Finland	2020-03-23	Deaths	11	2020-03-18	5528737
FI	Finland	2020-03-24	Confirmed	985	2020-03-18	5528737
FI	Finland	2020-03-24	Deaths	15	2020-03-18	5528737
FI	Finland	2020-03-25	Confirmed	1084	2020-03-18	5528737
FI	Finland	2020-03-25	Deaths	16	2020-03-18	5528737
FI	Finland	2020-03-26	Confirmed	1188	2020-03-18	5528737
FI	Finland	2020-03-26	Deaths	21	2020-03-18	5528737
FI	Finland	2020-03-27	Confirmed	1301	2020-03-18	5528737
FI	Finland	2020-03-27	Deaths	25	2020-03-18	5528737
FI	Finland	2020-03-28	Confirmed	1396	2020-03-18	5528737
FI	Finland	2020-03-28	Deaths	27	2020-03-18	5528737
FI	Finland	2020-03-29	Confirmed	1473	2020-03-18	5528737
FI	Finland	2020-03-29	Deaths	31	2020-03-18	5528737
FI	Finland	2020-03-30	Confirmed	1543	2020-03-18	5528737
FI	Finland	2020-03-30	Deaths	41	2020-03-18	5528737
FI	Finland	2020-03-31	Confirmed	1672	2020-03-18	5528737
FI	Finland	2020-03-31	Deaths	51	2020-03-18	5528737
FI	Finland	2020-04-01	Confirmed	1797	2020-03-18	5528737
FI	Finland	2020-04-01	Deaths	58	2020-03-18	5528737
FI	Finland	2020-04-02	Confirmed	1946	2020-03-18	5528737
FI	Finland	2020-04-02	Deaths	62	2020-03-18	5528737
FI	Finland	2020-04-03	Confirmed	2107	2020-03-18	5528737
FI	Finland	2020-04-03	Deaths	68	2020-03-18	5528737
FI	Finland	2020-04-04	Confirmed	2306	2020-03-18	5528737
FI	Finland	2020-04-04	Deaths	73	2020-03-18	5528737
FI	Finland	2020-04-05	Confirmed	2387	2020-03-18	5528737
FI	Finland	2020-04-05	Deaths	80	2020-03-18	5528737
FI	Finland	2020-04-06	Confirmed	2509	2020-03-18	5528737
FI	Finland	2020-04-06	Deaths	84	2020-03-18	5528737
FI	Finland	2020-04-07	Confirmed	2718	2020-03-18	5528737
FI	Finland	2020-04-07	Deaths	94	2020-03-18	5528737
FI	Finland	2020-04-08	Confirmed	2918	2020-03-18	5528737
FI	Finland	2020-04-08	Deaths	111	2020-03-18	5528737
FI	Finland	2020-04-09	Confirmed	3056	2020-03-18	5528737
FI	Finland	2020-04-09	Deaths	119	2020-03-18	5528737
FI	Finland	2020-04-10	Confirmed	3214	2020-03-18	5528737
FI	Finland	2020-04-10	Deaths	130	2020-03-18	5528737
FI	Finland	2020-04-11	Confirmed	3285	2020-03-18	5528737
FI	Finland	2020-04-11	Deaths	133	2020-03-18	5528737
FI	Finland	2020-04-12	Confirmed	3360	2020-03-18	5528737
FI	Finland	2020-04-12	Deaths	136	2020-03-18	5528737
FI	Finland	2020-04-13	Confirmed	3440	2020-03-18	5528737
FI	Finland	2020-04-13	Deaths	147	2020-03-18	5528737
FI	Finland	2020-04-14	Confirmed	3557	2020-03-18	5528737
FI	Finland	2020-04-14	Deaths	159	2020-03-18	5528737
FI	Finland	2020-04-15	Confirmed	3732	2020-03-18	5528737
FI	Finland	2020-04-15	Deaths	169	2020-03-18	5528737
FI	Finland	2020-04-16	Confirmed	3862	2020-03-18	5528737
FI	Finland	2020-04-16	Deaths	183	2020-03-18	5528737
FI	Finland	2020-04-17	Confirmed	3982	2020-03-18	5528737
FI	Finland	2020-04-17	Deaths	195	2020-03-18	5528737
FI	Finland	2020-04-18	Confirmed	4107	2020-03-18	5528737
FI	Finland	2020-04-18	Deaths	205	2020-03-18	5528737
FI	Finland	2020-04-19	Confirmed	4163	2020-03-18	5528737
FI	Finland	2020-04-19	Deaths	205	2020-03-18	5528737
FI	Finland	2020-04-20	Confirmed	4230	2020-03-18	5528737
FI	Finland	2020-04-20	Deaths	211	2020-03-18	5528737
FI	Finland	2020-04-21	Confirmed	4373	2020-03-18	5528737
FI	Finland	2020-04-21	Deaths	228	2020-03-18	5528737
FI	Finland	2020-04-22	Confirmed	4485	2020-03-18	5528737
FI	Finland	2020-04-22	Deaths	232	2020-03-18	5528737
FI	Finland	2020-04-23	Confirmed	4609	2020-03-18	5528737
FI	Finland	2020-04-23	Deaths	238	2020-03-18	5528737
FI	Finland	2020-04-24	Confirmed	4725	2020-03-18	5528737
FI	Finland	2020-04-24	Deaths	238	2020-03-18	5528737
FI	Finland	2020-04-25	Confirmed	4817	2020-03-18	5528737
FI	Finland	2020-04-25	Deaths	241	2020-03-18	5528737
FI	Finland	2020-04-26	Confirmed	4893	2020-03-18	5528737
FI	Finland	2020-04-26	Deaths	247	2020-03-18	5528737
FI	Finland	2020-04-27	Confirmed	4966	2020-03-18	5528737
FI	Finland	2020-04-27	Deaths	252	2020-03-18	5528737
FI	Finland	2020-04-28	Confirmed	5089	2020-03-18	5528737
FI	Finland	2020-04-28	Deaths	253	2020-03-18	5528737
FI	Finland	2020-04-29	Confirmed	5228	2020-03-18	5528737
FI	Finland	2020-04-29	Deaths	255	2020-03-18	5528737
FI	Finland	2020-04-30	Confirmed	5336	2020-03-18	5528737
FI	Finland	2020-04-30	Deaths	256	2020-03-18	5528737
FI	Finland	2020-05-01	Confirmed	5422	2020-03-18	5528737
FI	Finland	2020-05-01	Deaths	260	2020-03-18	5528737
FI	Finland	2020-05-02	Confirmed	5470	2020-03-18	5528737
FI	Finland	2020-05-02	Deaths	262	2020-03-18	5528737
FI	Finland	2020-05-03	Confirmed	5528	2020-03-18	5528737
FI	Finland	2020-05-03	Deaths	265	2020-03-18	5528737
FI	Finland	2020-05-04	Confirmed	5589	2020-03-18	5528737
FI	Finland	2020-05-04	Deaths	268	2020-03-18	5528737
FI	Finland	2020-05-05	Confirmed	5722	2020-03-18	5528737
FI	Finland	2020-05-05	Deaths	275	2020-03-18	5528737
FI	Finland	2020-05-06	Confirmed	5847	2020-03-18	5528737
FI	Finland	2020-05-06	Deaths	279	2020-03-18	5528737
FI	Finland	2020-05-07	Confirmed	5942	2020-03-18	5528737
FI	Finland	2020-05-07	Deaths	281	2020-03-18	5528737
FI	Finland	2020-05-08	Confirmed	6050	2020-03-18	5528737
FI	Finland	2020-05-08	Deaths	288	2020-03-18	5528737
FI	Finland	2020-05-09	Confirmed	6131	2020-03-18	5528737
FI	Finland	2020-05-09	Deaths	289	2020-03-18	5528737
FI	Finland	2020-05-10	Confirmed	6178	2020-03-18	5528737
FI	Finland	2020-05-10	Deaths	291	2020-03-18	5528737
FI	Finland	2020-05-11	Confirmed	6206	2020-03-18	5528737
FI	Finland	2020-05-11	Deaths	291	2020-03-18	5528737
FI	Finland	2020-05-12	Confirmed	6298	2020-03-18	5528737
FI	Finland	2020-05-12	Deaths	292	2020-03-18	5528737
FI	Finland	2020-05-13	Confirmed	6365	2020-03-18	5528737
FI	Finland	2020-05-13	Deaths	294	2020-03-18	5528737
FI	Finland	2020-05-14	Confirmed	6443	2020-03-18	5528737
FI	Finland	2020-05-14	Deaths	296	2020-03-18	5528737
FI	Finland	2020-05-15	Confirmed	6493	2020-03-18	5528737
FI	Finland	2020-05-15	Deaths	296	2020-03-18	5528737
FI	Finland	2020-05-16	Confirmed	6548	2020-03-18	5528737
FI	Finland	2020-05-16	Deaths	297	2020-03-18	5528737
FI	Finland	2020-05-17	Confirmed	6573	2020-03-18	5528737
FI	Finland	2020-05-17	Deaths	299	2020-03-18	5528737
FI	Finland	2020-05-18	Confirmed	6602	2020-03-18	5528737
FI	Finland	2020-05-18	Deaths	299	2020-03-18	5528737
FI	Finland	2020-05-19	Confirmed	6647	2020-03-18	5528737
FI	Finland	2020-05-19	Deaths	301	2020-03-18	5528737
FI	Finland	2020-05-20	Confirmed	6688	2020-03-18	5528737
FI	Finland	2020-05-20	Deaths	301	2020-03-18	5528737
FI	Finland	2020-05-21	Confirmed	6731	2020-03-18	5528737
FI	Finland	2020-05-21	Deaths	302	2020-03-18	5528737
FI	Finland	2020-05-22	Confirmed	6753	2020-03-18	5528737
FI	Finland	2020-05-22	Deaths	302	2020-03-18	5528737
FI	Finland	2020-05-23	Confirmed	6785	2020-03-18	5528737
FI	Finland	2020-05-23	Deaths	303	2020-03-18	5528737
FI	Finland	2020-05-24	Confirmed	6803	2020-03-18	5528737
FI	Finland	2020-05-24	Deaths	303	2020-03-18	5528737
FI	Finland	2020-05-25	Confirmed	6823	2020-03-18	5528737
FI	Finland	2020-05-25	Deaths	303	2020-03-18	5528737
FI	Finland	2020-05-26	Confirmed	6868	2020-03-18	5528737
FI	Finland	2020-05-26	Deaths	304	2020-03-18	5528737
FI	Finland	2020-05-27	Confirmed	6901	2020-03-18	5528737
FI	Finland	2020-05-27	Deaths	304	2020-03-18	5528737
FI	Finland	2020-05-28	Confirmed	6913	2020-03-18	5528737
FI	Finland	2020-05-28	Deaths	304	2020-03-18	5528737
FI	Finland	2020-05-29	Confirmed	6943	2020-03-18	5528737
FI	Finland	2020-05-29	Deaths	304	2020-03-18	5528737
FI	Finland	2020-05-30	Confirmed	6964	2020-03-18	5528737
FI	Finland	2020-05-30	Deaths	305	2020-03-18	5528737
FI	Finland	2020-05-31	Confirmed	6974	2020-03-18	5528737
FI	Finland	2020-05-31	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-01	Confirmed	6986	2020-03-18	5528737
FI	Finland	2020-06-01	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-02	Confirmed	7003	2020-03-18	5528737
FI	Finland	2020-06-02	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-03	Confirmed	7018	2020-03-18	5528737
FI	Finland	2020-06-03	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-04	Confirmed	7043	2020-03-18	5528737
FI	Finland	2020-06-04	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-05	Confirmed	7055	2020-03-18	5528737
FI	Finland	2020-06-05	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-06	Confirmed	7068	2020-03-18	5528737
FI	Finland	2020-06-06	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-07	Confirmed	7081	2020-03-18	5528737
FI	Finland	2020-06-07	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-08	Confirmed	7085	2020-03-18	5528737
FI	Finland	2020-06-08	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-09	Confirmed	7095	2020-03-18	5528737
FI	Finland	2020-06-09	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-10	Confirmed	7103	2020-03-18	5528737
FI	Finland	2020-06-10	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-11	Confirmed	7110	2020-03-18	5528737
FI	Finland	2020-06-11	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-12	Confirmed	7119	2020-03-18	5528737
FI	Finland	2020-06-12	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-13	Confirmed	7132	2020-03-18	5528737
FI	Finland	2020-06-13	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-14	Confirmed	7134	2020-03-18	5528737
FI	Finland	2020-06-14	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-15	Confirmed	7139	2020-03-18	5528737
FI	Finland	2020-06-15	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-16	Confirmed	7155	2020-03-18	5528737
FI	Finland	2020-06-16	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-17	Confirmed	7163	2020-03-18	5528737
FI	Finland	2020-06-17	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-18	Confirmed	7167	2020-03-18	5528737
FI	Finland	2020-06-18	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-19	Confirmed	7175	2020-03-18	5528737
FI	Finland	2020-06-19	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-20	Confirmed	7175	2020-03-18	5528737
FI	Finland	2020-06-20	Deaths	305	2020-03-18	5528737
FI	Finland	2020-06-21	Confirmed	7177	2020-03-18	5528737
FI	Finland	2020-06-21	Deaths	306	2020-03-18	5528737
FI	Finland	2020-06-22	Confirmed	7190	2020-03-18	5528737
FI	Finland	2020-06-22	Deaths	307	2020-03-18	5528737
FI	Finland	2020-06-23	Confirmed	7195	2020-03-18	5528737
FI	Finland	2020-06-23	Deaths	307	2020-03-18	5528737
FI	Finland	2020-06-24	Confirmed	7200	2020-03-18	5528737
FI	Finland	2020-06-24	Deaths	307	2020-03-18	5528737
FI	Finland	2020-06-25	Confirmed	7217	2020-03-18	5528737
FI	Finland	2020-06-25	Deaths	308	2020-03-18	5528737
FI	Finland	2020-06-26	Confirmed	7231	2020-03-18	5528737
FI	Finland	2020-06-26	Deaths	308	2020-03-18	5528737
FI	Finland	2020-06-27	Confirmed	7234	2020-03-18	5528737
FI	Finland	2020-06-27	Deaths	308	2020-03-18	5528737
FI	Finland	2020-06-28	Confirmed	7236	2020-03-18	5528737
FI	Finland	2020-06-28	Deaths	308	2020-03-18	5528737
FI	Finland	2020-06-29	Confirmed	7243	2020-03-18	5528737
FI	Finland	2020-06-29	Deaths	308	2020-03-18	5528737
FI	Finland	2020-06-30	Confirmed	7259	2020-03-18	5528737
FI	Finland	2020-06-30	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-01	Confirmed	7269	2020-03-18	5528737
FI	Finland	2020-07-01	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-02	Confirmed	7271	2020-03-18	5528737
FI	Finland	2020-07-02	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-03	Confirmed	7278	2020-03-18	5528737
FI	Finland	2020-07-03	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-04	Confirmed	7284	2020-03-18	5528737
FI	Finland	2020-07-04	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-05	Confirmed	7286	2020-03-18	5528737
FI	Finland	2020-07-05	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-06	Confirmed	7289	2020-03-18	5528737
FI	Finland	2020-07-06	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-07	Confirmed	7297	2020-03-18	5528737
FI	Finland	2020-07-07	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-08	Confirmed	7300	2020-03-18	5528737
FI	Finland	2020-07-08	Deaths	309	2020-03-18	5528737
FI	Finland	2020-07-09	Confirmed	7309	2020-03-18	5528737
FI	Finland	2020-07-09	Deaths	309	2020-03-18	5528737
